short_name,long_name,age,potential,
Giuliano,Giuliano Victor de Paula,26,82,
K. Gibbs,Kieran  Gibbs,26,82,
R. Cabella,Rémy Cabella,26,82,
O. Baumann,Oliver Baumann,26,82,
D. Didavi,Daniel Didavi,26,82,
K. Kampl,Kevin Kampl,25,82,
A. Abdennour,Aymen Abdennour,26,82,
J. Guilavogui,Josuha Guilavogui,25,82,
S. Rode,Sebastian Rode,25,82,
J. Hector,Jonas Hector,26,82,
J. dos Santos,Jonathan dos Santos Ramírez,26,81,
D. Wass,Daniel Wass,27,81,
Alexandre Pato,Alexandre Rodrigues da Silva,26,81,
A. Ogbonna,Angelo Obinze Ogbonna,28,81,
S. Feghouli,Sofiane Feghouli,26,81,
K. Asamoah,Kwadwo Asamoah,27,81,
S. Rondón,José Salomón Rondón Giménez,26,81,
Jonathan Viera,Jonathan Viera Ramos,26,81,
R. Keane,Robbie Keane,35,80,
F. Totti,Francesco Totti,39,80,
G. Barry,Gareth Barry,35,80,
S. Sorrentino,Stefano Sorrentino,37,80,
J. Defoe,Jermain  Defoe,33,80,
C. Kameni,Carlos Idriss Kameni,32,80,
S. İnan,Selçuk İnan,31,80,
M. Topal,Mehmet Topal,30,80,
A. Hutchinson,Atiba Hutchinson,33,80,
D. Baier,Daniel Baier,32,80,
M. Vorm,Michel Vorm,32,80,
R. Huth,Robert Huth,31,80,
G. Ochoa,Francisco Guillermo Ochoa Magaña,30,80,
A. Pyatov,Andriy Pyatov,32,80,
A. Gómez,Alejandro Darío Gómez,28,80,
J. Sosa,José Ernesto Sosa,31,80,
V. Demirel,Volkan Demirel,34,80,
Negredo,Álvaro Negredo Sánchez,30,80,
Jesús Navas,Jesús Navas González,30,80,
Soldado,Roberto Soldado Rillo,31,80,
I. Akinfeev,Igor Akinfeev,30,80,
L. Podolski,Lukas Podolski,31,80,
G. Clichy,Gaël Clichy,30,80,
M. Bradley,Michael Bradley,28,80,
A. Granqvist,Andreas Granqvist,31,80,
Dante,Dante Bonfim da Costa Santos,32,80,
M. Debuchy,Mathieu Debuchy,30,80,
B. Foster,Ben Foster,33,80,
G. Pellè,Graziano Pellè,30,80,
L. Fabiański,Łukasz Fabiański,31,80,
G. Cabral,Gustavo Daniel Cabral Cáceres,30,80,
D. Basta,Dušan Basta,31,80,
A. Valencia,Luis Antonio Valencia Mosquera,30,80,
Gervinho,Gervais Lombe Yao Kouassi,29,80,
N. Şahin,Nuri Şahin,27,80,
Fábio Coentrão,Fábio Alexandre da Silva Coentrão,28,80,
Coke,Jorge Andújar Moreno,29,80,
Castán,Leandro Castán da Silva,29,80,
C. Ansaldi,Cristian Daniel Ansaldi,29,80,
H. Moreno,Héctor Alfredo Moreno Herrera,28,80,
Lucas Leiva,Lucas  Pezzini Leiva,29,80,
W. Reid,Winston  Reid,27,80,
A. Ayew,André Ayew Pelé,26,80,
M. Berg,Marcus Berg,29,80,
M. Díaz,Marcelo Alfonso Díaz Rojas,29,80,
S. Tasci,Serdar Taşçı,29,80,
Adán,Antonio Adán Garrido,29,80,
Eder,Eder Citadin Martins,29,80,
B. Ivanović,Branislav Ivanović,32,80,
Hernanes,Anderson Hernanes de Carvalho Andrade,31,80,
Rhodolfo,Luiz Rhodolfo Dini Gaioto,29,80,
E. Džeko,Edin Džeko,30,80,
A. Modeste,Anthony Modeste,28,80,
M. Pereira,Maximiliano Pereira,32,80,
A. Chedjou,Aurélien Chedjou,31,80,
L. Fejsa,Ljubomir Fejsa,27,80,
M. Sissoko,Moussa Sissoko,26,80,
M. Kruse,Max Kruse,28,80,
Roberto,Roberto Jiménez Gago,30,80,
C. Yacob,Claudio Ariel Yacob,28,80,
D. Perotti,Diego Perotti,27,80,
I. Traoré,Ibrahima Traoré,28,80,
L. Pratto,Lucas David Pratto,28,80,
N. Kalinić,Nikola Kalinić,28,80,
C. Noboa,Christian Fernando Noboa Tello,31,80,
Marlos,Marlos Romero Bonfim,28,80,
M. Schmelzer,Marcel Schmelzer,28,80,
M. Hitz,Marwin Hitz,28,80,
Etxeita,Xabier Etxeita Gorritxategi,28,80,
Neto,Norberto Murara Neto,26,80,
Adrián,Adrián San Miguel del Castillo,29,80,
P. Hernández,Pedro Pablo Hernández,29,80,
J. Iličić,Josip Iličić,28,80,
A. Halilović,Alen Halilović,20,89,
J. Brandt,Julian Brandt,20,88,
J. Tah,Jonathan Tah,20,88,
A. Correa,Ángel Correa,21,88,
M. Dahoud,Mahmoud Dahoud,20,88,
L. Sané,Leroy Sané,20,88,
Héctor Bellerín,Héctor Bellerín Moruno,21,87,
Fabinho,Fábio Henrique Tavares,22,87,
João Cancelo,João Pedro Cavaco Cancelo,22,87,
D. Rugani,Daniele Rugani,21,87,
V. Koziello,Vincent Koziello,20,87,
A. Oxlade-Chamberlain,Alex Oxlade-Chamberlain,22,86,
A. Milik,Arkadiusz Milik,22,86,
J. Willems,Jetro Willems,22,86,
L. Vietto,Luciano Vietto,22,86,
Óliver Torres,Óliver Torres Muñoz,21,86,
Fred,Frederico R. de Paula Santos,23,86,
L. Goretzka,Leon Goretzka,21,86,
J. Weigl,Julian Weigl,20,86,
Danilo,Danilo Barbosa da Silva,20,86,
M. Lanzini,Manuel Lanzini,23,85,
A. Dragović,Aleksandar Dragović,25,85,
Sergi Roberto,Sergio Roberto Carnicer,24,85,
Sergi Darder,Sergi Darder Moll,22,85,
J. Brooks,John Anthony Brooks,23,85,
D. Baselli,Daniele Baselli,24,85,
M. Kovačić,Mateo Kovačić,22,85,
S. Mané,Sadio Mané,24,85,
Rúben Semedo,Rúben Afonso Borges Semedo,22,85,
G. Töre,Gökhan Töre,24,84,
G. Imbula,Gilbert Gianelli Imbula Wanga,23,84,
M. Ryan,Mathew Ryan,24,84,
L. Digne,Lucas Digne,22,84,
B. Lecomte,Benjamin Lecomte,25,84,
D. Sidibé,Djibril Sidibé,23,84,
Felipe Anderson,Felipe  Anderson Pereira Gomes,23,84,
J. Geis,Johannes Geis,22,84,
J. Vestergaard,Jannik Vestergaard,23,84,
V. van Dijk,Virgil van Dijk,24,84,
T. Hazard,Thorgan Hazard,23,84,
Bernard,Bernard  Anício Caldeira Duarte,23,84,
Leo Baptistao,Leonardo Carrilho Baptistão,23,84,
M. Arnold,Maximilian Arnold,22,84,
K. Wimmer,Kevin Wimmer,23,84,
J. Quintero,Juan Fernando Quintero,23,84,
K. Papadopoulos,Kyriakos Papadopoulos,24,83,
Canales,Sergio Canales Madrazo,25,83,
P. Jones,Phil Jones,24,83,
Bruno,Bruno González Cabrera,26,83,
Gabriel,Gabriel Armando de Abreu,25,83,
S. Vrsaljko,Šime Vrsaljko,24,83,
Bernat,Juan Bernat Velasco,23,83,
E. Hysaj,Elseid Hysaj,22,83,
M. Brozović,Marcelo Brozović,23,83,
J. Seri,Jean Michaël Seri,24,83,
Y. M'Vila,Yann Gérard M'Vila,26,82,
Y. Mallı,Yunus Mallı,24,82,
R. Soriano,Roberto Soriano,25,82,
Montoya,Martín Montoya Torralbo,25,82,
W. Khazri,Wahbi Khazri,25,82,
S. Coates,Sebastián Coates Nión,25,82,
W. Zaha,Wilfried Zaha,23,82,
V. Darida,Vladimír Darida,25,82,
F. Ghoulam,Faouzi Ghoulam,25,82,
R. Jiménez,Raúl Alonso Jiménez Rodríguez,25,82,
D. Cheryshev,Denis Cheryshev,25,82,
S. Kritsyuk,Stanislav Kritsyuk,25,82,
M. Balotelli,Mario  Barwuah Balotelli,25,81,
F. Smolov,Fyodor Smolov,26,81,
R. Boudebouz,Ryad Boudebouz,26,81,
A. N'Diaye,Alfred John Momar N'Diaye,26,81,
L. de Jong,Luuk de Jong,25,81,
T. Jantschke,Tony Jantschke,26,81,
Illarramendi,Asier Illarramendi Andonegi,26,81,
Y. Belhanda,Younès Belhanda,26,81,
L. Tonelli,Lorenzo Tonelli,26,81,
V. Germain,Valère Germain,26,81,
H. Kiyotake,清武 弘嗣,26,81,
A. Hahn,André Hahn,25,81,
L. López,Lisandro López,26,81,
R. Bertrand,Ryan Bertrand,26,80,
G. dos Santos,Giovani dos Santos Ramírez,27,80,
D. Ospina,David Ospina Ramírez,27,80,
W. Szczęsny,Wojciech  Szczęsny,26,80,
V. Babacan,Volkan Babacan,27,80,
J. Baumgartlinger,Julian Baumgartlinger,28,80,
E. Salvio,Eduardo Antonio Salvio,25,80,
C. Aránguiz,Charles Mariano Aránguiz Sandoval,27,80,
M. Badelj,Milan Badelj,27,80,
Samuel,Samuel García Sánchez,26,80,
Roque Mesa,Roque Mesa Quevedo,27,80,
E. Višća,Edin Višća,26,80,
T. Stepanenko,Taras Stepanenko,26,80,
A. Samaris,Andreas Samaris,27,80,
Eliseu,Eliseu Pereira dos Santos,32,79,
Ricardo Carvalho,Ricardo Alberto Silveira de Carvalho,38,79,
C. Pizarro,Claudio Miguel Pizarro Bossio,37,79,
M. Bodmer,Mathieu Bodmer,33,79,
Maxwell,Maxwell Scherrer Cabelino Andrade,34,79,
Z. Tošić,Zoran Tošić,29,79,
Iraizoz,Gorka Iraizoz Moreno,35,79,
D. Benaglio,Diego Orlando Benaglio,32,79,
K. Touré,Kolo Habib Touré,35,79,
A. Meier,Alexander Meier,33,79,
B. Yılmaz,Burak Yılmaz,30,79,
M. Demichelis,Martín Gastón Demichelis,35,79,
Felipe Melo,Felipe Melo de Carvalho,33,79,
W. Morgan,Wes Morgan,32,79,
Bruno Alves,Bruno Eduardo Regufe Alves,34,79,
A. D'Alessandro,Andrés Nicolás D'Alessandro,35,79,
R. Klavan,Ragnar Klavan,30,79,
E. Spahić,Emir Spahić,35,79,
G. Gönül,Gökhan Gönül,31,79,
O. Wendt,Oscar Wendt,30,79,
Javi Fuego,Javier Fuego Martínez,32,79,
A. Samedov,Aleksandr Samedov,31,79,
I. Denisov,Igor Denisov,32,79,
V. Berezutskiy,Vasiliy Berezutskiy,34,79,
C. Jallet,Christophe Jallet,32,79,
A. Young,Ashley Young,30,79,
R. Palacio,Rodrigo Sebastián Palacio,34,79,
Hilton,Vitorino Hilton da Silva,38,79,
Y. Gourcuff,Yoann  Gourcuff,29,79,
C. Dempsey,Clint Dempsey,33,79,
S. Dann,Scott Dann,29,79,
Manuel Fernandes,Manuel Henrique Tavares Fernandes,30,79,
I. Afellay,Ibrahim Afellay,30,79,
Trashorras,Roberto Trashorras Gayoso,35,79,
J. Ménez,Jérémy Ménez,29,79,
Javi García,Francisco Javier  García Fernández,29,79,
Agirretxe,Imanol Agirretxe Arruti,29,79,
Llorente,Fernando Javier Llorente Torres,31,79,
G. Rossi,Giuseppe Rossi,29,79,
N. Lombaerts,Nicolas Lombaerts,31,79,
J. Błaszczykowski,Jakub Błaszczykowski,30,79,
S. Radu,Ştefan Daniel Radu,29,79,
Danilo,Danilo Larangeira,32,79,
K. Vermeer,Kenneth Vermeer,30,79,
Renato Augusto,Renato  Soares de Oliveira Augusto,28,79,
J. Evans,Jonny Evans,28,79,
T. Krul,Tim Krul,28,79,
S. Defour,Steven Defour,28,79,
Mario Suárez,Mario Suárez Mata,29,79,
D. Valeri,Diego Hernán Váleri,30,79,
D. Criscito,Domenico Criscito,29,79,
S. Romero,Sergio Germán Romero,29,79,
Z. Junuzović,Zlatko Junuzović,28,79,
Marcano,Iván Marcano Sierra,29,79,
K. Boateng,Kevin-Prince Boateng,29,79,
M. Fernández,Matías Ariel Fernández Fernández,30,79,
S. Kums,Sven Kums,28,79,
I. Piatti,Ignacio Piatti,31,79,
P. Wernbloom,Pontus Wernbloom,30,79,
F. Johnson,Fabian Johnson,28,79,
M. Valbuena,Mathieu Valbuena,31,79,
D. Mbokani,Dieumerci Mbokani Bezua,30,79,
Weligton,Weligton Róbson Pena de Oliveira,36,79,
Kiko Casilla,Francisco Casilla Cortés,29,79,
Miguel Veloso,Miguel Luís Pinto Veloso,30,79,
J. Lens,Jeremain Lens,28,79,
Mosquera,Pedro Mosquera Parada,28,79,
Luiz Adriano,Luiz Adriano de Souza da Silva,29,79,
B. Dzsudzsák,Balázs Dzsudzsák,29,79,
M. Gradel,Max Gradel,28,79,
N. Amrabat,Nordin Amrabat,29,79,
Fernando,Fernando Francisco Reges,28,79,
Mariano,Mariano Ferreira Filho,30,79,
A. Kolarov,Aleksandar Kolarov,30,79,
I. Popov,Ivelin Popov,28,79,
J. Montero,Jefferson Antonio Montero Vite,26,79,
A. Dzyuba,Artem Dzyuba,27,79,
P. Mamaev,Pavel Mamaev,27,79,
Elias,Elias Mendes Trindade,31,79,
S. Doumbia,Seydou Doumbia,28,79,
Balenziaga,Mikel Balenziaga Oruesagasti,28,79,
O. Alonso,Osvaldo Alonso Moreno,30,79,
L. Sané,Ludovic Lamine Sané,29,79,
H. Badstuber,Holger Badstuber,27,79,
Jaume Costa,Jaume Vicent Costa Jordá,28,79,
Gil,Carlos Gilberto do Nascimento Silva,29,79,
T. Gutiérrez,Teófilo Gutiérrez,31,79,
D. Caligiuri,Daniel Caligiuri,28,79,
Tomás Pina,Tomás Pina Isla,28,79,
D. Tadić,Dušan Tadić,27,79,
F. Fernández,Federico Fernández,27,79,
Joãozinho,João Natailton Ramos dos Santos,27,79,
C. Sánchez,Carlos Andrés Sánchez Arcosa,31,79,
Renato Sanches,Renato Júnior Luz Sanches,18,90,
J. Stones,John Stones,22,88,
A. Sanabria,Antonio Sanabria,20,88,
J. Kimmich,Joshua Kimmich,21,87,
Gabriel,Gabriel Barbosa Almeida,19,87,
T. Lemar,Thomas Lemar,20,87,
A. Christensen,Andreas Christensen,20,87,
E. Dier,Eric Dier,22,86,
Ederson,Ederson Santana de Moraes,22,86,
A. Romagnoli,Alessio Romagnoli,21,86,
Diego Llorente,Diego Javier Llorente Ríos,22,86,
K. Baldé Diao,Keita Baldé Diao,21,86,
G. Escalante,Gonzalo Escalante,23,86,
C. Tolisso,Corentin Tolisso,21,86,
V. Nilsson Lindelöf,Victor Nilsson Lindelöf,21,86,
M. Niang,M'Baye Babacar Niang,21,85,
A. Baba,Abdul Rahman Baba,21,85,
A. Rabiot,Adrien Rabiot,21,85,
Ricardo Pereira,Ricardo D. Barbosa Pereira,22,85,
D. Origi,Divock Origi,21,85,
Wendell,Wendell Nascimento Borges,22,85,
S. Cristóforo,Sebastián Cristóforo,22,85,
V. Janssen,Vincent Janssen,22,85,
Gelson Martins,Gelson Dany Batalha Martins,21,85,
D. Reyes,Diego Antonio Reyes Rosales,23,84,
Willian José,Willian José da Silva,24,84,
N. Mendy,Nampalys Mendy,24,84,
A. Musa,Ahmed Musa,23,84,
Fernando,Fernando Lucas Martins,24,84,
J. Campbell,Joel Nathaniel Campbell Samuels,24,84,
A. Doucouré,Abdoulaye Doucouré,23,84,
M. Sanson,Morgan Sanson,21,84,
F. Bernardeschi,Federico Bernardeschi,22,84,
G. Nkoudou,Georges-Kévin Nkoudou,21,84,
N. Radoja,Nemanja Radoja,23,84,
Muniain,Iker Muniain Goñi,23,83,
D. Pröpper,Davy Pröpper,24,83,
V. Aboubakar,Vincent Paté Aboubakar,24,83,
D. Praet,Dennis Praet,22,83,
A. Mandi,Aïssa Mandi,24,83,
L. Marković,Lazar  Marković,22,83,
D. Rolán,Diego Rolán,23,83,
V. Wanyama,Victor Wanyama,25,82,
K. Casteels,Koen Casteels,24,82,
C. Tosun,Cenk Tosun,25,82,
Pablo Sarabia,Pablo Sarabia García,24,82,
B. Martins Indi,Bruno Martins Indi,24,82,
H. Son,손흥민 孙兴慜,23,82,
Cédric,Cédric Ricardo Alves Soares,24,82,
G. Ramírez,Gastón Exequiel Ramírez Pereyra,25,82,
Recio,José Luis García del Pozo,25,82,
K. Fortounis,Konstantinos Fortounis,23,82,
B. Davies,Ben Davies,23,82,
Jozabed,Jozabed Sánchez Ruiz,25,82,
Paulo Oliveira,Paulo André Rodrigues Oliveira,24,82,
H. Saivet,Henri Saivet,25,81,
L. Holtby,Lewis Harry Holtby,25,81,
A. Ljajić,Adem Ljajić,24,81,
T. Arslan,Tolgay Ali Arslan,25,81,
N. Gudelj,Nemanja Gudelj,24,81,
M. Braithwaite,Martin Braithwaite,25,81,
M. Destro,Mattia Destro,25,81,
A. Townsend,Andros Townsend,24,81,
Rodrigo,Rodrigo Moreno Machado,25,81,
J. Clasie,Jordy Clasie,25,81,
Cristian Tello,Cristian Tello Herrera,24,81,
N. Sansone,Nicola Sansone,24,81,
C. Kramer,Christoph Kramer,25,81,
Mário Rui,Mário Rui Silva Duarte,25,81,
M. de Roon,Marten de Roon,25,81,
D. Zapata,Duván Zapata,25,81,
Jony,Jonathan Rodríguez Menéndez,24,81,
J. Cork,Jack Cork,27,80,
F. Delph,Fabian Delph,26,80,
B. Espinosa,Bernardo José Espinosa Zúñiga,26,80,
A. Paloschi,Alberto Paloschi,26,80,
C. Zambrano,Carlos Augusto Zambrano Ochandarte,26,80,
O. El Kaddouri,Omar El Kaddouri,25,80,
S. Rudy,Sebastian Rudy,26,80,
Rafael,Rafael Pereira da Silva,25,80,
L. Hrádecký,Lukáš Hrádecký,26,80,
Fontàs,Andreu Fontàs Prat,26,80,
Suk Hyun Jun,석현준 玄铉俊,25,80,
Nacho Fernández,José Ignacio Fernández Iglesias,26,80,
A. Marchesín,Agustín Marchesín,28,80,
M. Rojo,Faustino Marcos Alberto Rojo,26,80,
S. Sané,Salif Sané,25,80,
Y. Lodygin,Yuriy Lodygin,26,80,
Petros,Petros Matheus dos Santos Araujo,27,80,
P. Baysse,Paul Baysse,28,79,
Ki Sung Yueng,기성용 寄诚庸,27,79,
Koo Ja Cheol,구자철 具滋哲,27,79,
H. Nordtveit,Håvard Nordtveit,26,79,
B. Moukandjo,Benjamin Moukandjo Bilé,27,79,
O. Ighalo,Odion Jude Ighalo,27,79,
B. Dost,Bas Dost,27,79,
Jonathas,Jonathas de Jesus Maurício,27,79,
M. Ekici,Mehmet Ekici,26,79,
Iago Falqué,Iago Falqué Silva,26,79,
Sandro,Sandro Ranieri Guimarães Cordeiro,27,79,
C. Austin,Charlie Austin,26,79,
Mexer,Edson Andre Sitoe,27,79,
P. Djilobodji,Papiss Mison Djilobodji,27,79,
M. Höger,Marco Höger,26,79,
P. Wollscheid,Philipp Wollscheid,27,79,
Marcelo,Marcelo dos Santos Ferreira,26,79,
Luís Hernández,Luis Hernández Rodríguez,27,79,
Felipe,Felipe Augusto de Almeida Monteiro,27,79,
O. Al Soma,Omar Al Soma,27,79,
R. Weidenfeller,Roman Weidenfeller,35,78,
M. De Sanctis,Morgan De Sanctis,39,78,
A. Gamberini,Alessandro Gamberini,34,78,
F. Lampard,Frank  Lampard,38,78,
A. Cassano,Antonio Cassano,33,78,
César Navas,César González Navas,36,78,
Joaquín,Joaquín Sánchez Rodríguez,34,78,
C. Samba,Christopher Veijeany Samba,32,78,
L. Butelle,Ludovic Butelle,33,78,
N. de Jong,Nigel de Jong,31,78,
A. Aquilani,Alberto Aquilani,31,78,
J. Valdés,Jaime Andrés Valdés Zapata,35,78,
Reyes,José Antonio Reyes Calderón,32,78,
Gomes,Heurelho da Silva Gomes,35,78,
S. Kießling,Stefan Kießling,32,78,
Vágner Love,Vágner Silva de Souza,32,78,
E. Cambiasso,Esteban Matías Cambiasso Delau,35,78,
M. López,Maximiliano Gastón López,32,78,
W. Caballero,Wilfredo Daniel Caballero,34,78,
B. Cesar,Boštjan Cesar,33,78,
L. López,Lisandro López,33,78,
M. Barovero,Marcelo Barovero,32,78,
A. Orión,Agustín Ignacio Orión,35,78,
F. Belluschi,Fernando Daniel Belluschi,32,78,
Xabi Prieto,Xabier Prieto Argarate,32,78,
Iván Cuéllar,Iván Cuéllar Sacristán,32,78,
Z. Karcemarskas,Žydrūnas Karčemarskas,33,78,
Luisão,Ânderson Luís da Silva,35,78,
P. Verhaegh,Paul Verhaegh,32,78,
A. Lennon,Aaron  Lennon,29,78,
M. Noble,Mark Noble,29,78,
R. Civelli,Renato Civelli,32,78,
P. Skjelbred,Per Ciljan Skjelbred,29,78,
L. Ciman,Laurent Ciman,30,78,
C. Gentner,Christian Gentner,30,78,
B. Gomis,Bafétimbi Gomis,30,78,
Jurado,José Manuel Jurado Marín,30,78,
F. Quagliarella,Fabio Quagliarella,33,78,
R. Montolivo,Riccardo Montolivo,31,78,
Jesús Gámez,Jesús Gámez Duarte,31,78,
V. Ibišević,Vedad Ibišević,31,78,
O. Kucher,Oleksandr Kucher,33,78,
A. Raggi,Andrea Raggi,32,78,
G. Jourdren,Geoffrey Jourdren,30,78,
Charles,Charles Dias De Oliveira,32,78,
Adriano,Adriano Correia Claro,31,78,
J. Mikel,John Michael Nchekwube Obinna,29,78,
C. Théréau,Cyril Théréau,33,78,
E. Polański,Eugen Polański,30,78,
G. Paletta,Gabriel Alejandro Paletta,30,78,
M. Ruben,Marco Gastón Rubén Rodríguez,29,78,
A. Kasaev,Alan Kasaev,30,78,
R. Shishkin,Roman Shishkin,29,78,
V. Denisov,Vitaliy Denisov,29,78,
R. Elm,Rasmus Elm,28,78,
I. Abate,Ignazio Abate,29,78,
S. Bocchetti,Salvatore Bocchetti,29,78,
R. Vlaar,Ron Vlaar,31,78,
Rafinha,Márcio Rafael Ferreira de Souza,30,78,
R. Riou,Rémy Riou,28,78,
L. Cattermole,Lee  Cattermole,28,78,
C. Tioté,Cheik Ismaël Tioté,30,78,
M. Sow,Moussa Sow,30,78,
F. Forster,Fraser Forster,28,78,
Zurutuza,David Zurutuza Veillet,29,78,
Javi Varas,Javier Varas Herrera,33,78,
M. Andreolli,Marco Andreolli,30,78,
L. Antonelli,Luca Antonelli,29,78,
Siqueira,Guilherme Magdalena Siqueira,30,78,
S. Mignolet,Simon Mignolet,28,78,
F. Caicedo,Felipe Salvador Caicedo Corozo,27,78,
V. Birsa,Valter Birsa,29,78,
A. Ramos,Gustavo Adrián Ramos Vásquez,30,78,
N. Guzmán,Nahuel Ignacio Guzmán,30,78,
M. Fellaini,Marouane Fellaini-Bakkioui,28,78,
A. Matri,Alessandro Matri,31,78,
C. Zapata,Cristian Eduardo Zapata Valencia,29,78,
E. Capoue,Etienne Capoue,27,78,
P. Diop,Papa Kouli Diop,30,78,
C. Kaboré,Charles Kaboré,28,78,
D. Damjanović,Dejan Damjanović,34,78,
Guilherme,Guilherme Alvim Marinato,30,78,
M. Suchý,Marek Suchý,28,78,
A. Carroll,Andy Carroll,27,78,
R. Bobadilla,Raúl Bobadilla,29,78,
N. Subotić,Neven Subotić,27,78,
S. Langkamp,Sebastian Langkamp,28,78,
E. Choupo-Moting,Jean-Eric Maxim Choupo-Moting,27,78,
P. Piatti,Pablo Daniel Piatti,27,78,
G. van der Wiel,Gregory van der Wiel,28,78,
M. Carcela-Gonzalez,Mehdi Carcela-González,27,78,
C. Träsch,Christian Träsch,28,78,
M. Diouf,Mame Biram Diouf,28,78,
Maurício,Maurício dos Santos Nascimento,27,78,
Juanfran,Juan Francisco Moreno Fuertes,27,78,
C. Diabaté,Cheick Tidiane Diabaté,28,78,
S. Lulić,Senad Lulić,30,78,
T. Heurtaux,Thomas Heurtaux,27,78,
Miguel Lopes,Hugo Miguel Almeida Costa Lopes,29,78,
V. Şen,Volkan Şen,28,78,
Y. Bolasie,Yannick Bolasie Yala,27,78,
Susaeta,Markel Susaeta Laskurain,28,78,
T. Cleverley,Tom Cleverley,26,78,
Xandão,Alexandre Luiz Reame,28,78,
J. Kucka,Juraj Kucka,29,78,
A. Nyom,Allan Nyom,28,78,
R. Hamouma,Romain Hamouma,29,78,
E. Giaccherini,Emanuele Giaccherini,31,78,
G. Kashia,Guram Kashia,28,78,
H. Pérez,Hernán Arsenio Pérez González,27,78,
E. Pérez,Enzo Pérez,30,78,
N. Lodeiro,Marcelo Nicolás Lodeiro Benítez,27,78,
Vicente Gómez,José Vicente Gómez Umpiérrez,27,78,
N. Chadli,Nacer Chadli,26,78,
Rodrigo Moledo,Rodrigo Modesto da Silva Moledo,28,78,
S. Gentiletti,Santiago Juan Gentiletti Selak,31,78,
Morales,José Luis Morales Nogales,28,78,
S. Torrico,Sebastián Alberto Torrico,36,78,
A. Sulu,Aytaç Sulu,30,78,
D. Boyko,Denys Boyko,28,78,
O. Dembélé,Ousmane Dembélé,19,90,
Y. Tielemans,Youri Tielemans,19,89,
C. Musonda,Charly Musonda Junior,19,88,
Grimaldo,Alejandro Grimaldo García,20,86,
Iuri Medeiros,Iuri José  Picanço Medeiros,21,86,
Sergi Gómez,Sergi Gómez Solà,24,85,
A. Belotti,Andrea Belotti,22,85,
Manquillo,Javier Manquillo Gaitán,22,85,
Y. Gerhardt,Yannick Gerhardt,22,85,
R. Bazoer,Riechedly Bazoer,19,85,
M. Kranevitter,Matías Kranevitter,23,85,
Dani Ceballos,Daniel Ceballos Fernández,19,85,
Oyarzabal,Mikel Oyarzabal Ugarte,19,85,
Luis Alberto,Luis Alberto Romero Alconchel,23,84,
D. Heintz,Dominique Heintz,22,84,
A. Pléa,Alassane Pléa,23,84,
C. Mbemba,Chancel Mbemba,21,84,
M. Benassi,Marco Benassi,22,84,
Medrán,Álvaro Medrán Just,22,84,
Rúben Vezo,Rúben Miguel Nunes Vezo,22,84,
F. Cartabia,Federico Nicolás Cartabia,23,84,
J. Shelvey,Jonjo Shelvey,24,83,
G. Pezzella,Germán Alejandro Pezzella,25,83,
A. Delort,Andy Delort,24,83,
D. Ings,Danny Ings,23,83,
Sergio Álvarez,Sergio Álvarez Díaz,24,83,
M. van Ginkel,Marco van Ginkel,23,83,
L. Krejčí,Ladislav Krejčí,23,83,
L. Bittencourt,Leonardo Bittencourt,22,83,
J. Okore,Tetchi Jores Charlemagne Ulrich Okore,23,83,
S. Berahino,Saido Berahino,22,83,
Rubén Pardo,Rubén Pardo Gutiérrez,23,83,
F. Thauvin,Florian Thauvin,23,83,
A. Younes,Amin Younes,22,83,
J. Lingard,Jesse Lingard,23,83,
Gerard Moreno,Gerard Moreno Balagueró,24,83,
Jonny,Jonathan Castro Otto,22,83,
Carles Gil,Carles Gil Pareja,23,83,
M. Lemina,Mario Lemina,22,83,
L. Alario,Lucas Alario,23,83,
Jemerson,Jemerson de Jesus Nascimento,23,83,
D. Zappacosta,Davide Zappacosta,24,83,
K. Tete,Kenny Tete,20,83,
J. Calleri,Jonathan Calleri,22,83,
F. Andone,Florin Andone,23,83,
J. Iturbe,Juan Manuel Iturbe Arévalo,23,82,
M. Sels,Matz Sels,24,82,
S. Sturaro,Stefano Sturaro,23,82,
Suso,Jesús Joaquín Fernández Sáez,22,82,
T. Kongolo,Terence Kongolo,22,82,
A. Rüdiger,Antonio Rüdiger,23,82,
Alberto Moreno,Alberto Moreno Pérez,23,82,
S. Haller,Sébastien Haller,22,82,
Jairo,Jairo Samperio Bustara,22,82,
M. Ginter,Matthias Ginter,22,82,
J. Córdoba,Jhon Córdoba,23,82,
R. Ghezzal,Rachid Ghezzal,24,82,
Alex Telles,Alex Nicolao Telles,23,82,
Rochina,Rubén  Rochina Naixes,25,81,
J. Kirchhoff,Jan Kirchhoff,25,81,
T. Usami,宇佐美 貴史,24,81,
D. Ginczek,Daniel Ginczek,25,81,
M. Le Marchand,Maxime Le Marchand,26,81,
S. Caulker,Steven Caulker,24,81,
I. Fetfatzidis,Ioannis Fetfatzidis,25,81,
J. Ayew,Jordan Ayew,24,81,
S. Bell,Stefan Bell,24,81,
R. Funes Mori,José Ramiro Funes Mori,25,81,
Rômulo,Rômulo Borges Monteiro,25,81,
E. Çolak,Emre Çolak,25,81,
R. Morrison,Ravel Morrison,23,81,
Zé Luís,José Luís Mendes Andrade,25,81,
S. Arias,Santiago Arias Naranjo,24,81,
J. Ferri,Jordan Ferri,24,81,
F. Schär,Fabian Schär,24,81,
V. Moses,Victor Moses,25,80,
K. Trippier,Kieran Trippier,25,80,
C. Kouyaté,Cheikhou Kouyaté,26,80,
